case_id,prediction_date,project_type,project_category,project_value_crore,project_length_km,project_priority,executing_agency,state,district,urban_rural,land_area_acres,required_area_acres,land_type,land_use,land_value_lakh,circle_rate_lakh,parcel_accessibility,distance_to_project_km,number_of_owners,number_of_coowners,number_of_legal_heirs,joint_ownership,ownership_conflict,mutation_pending,title_clarity,encumbrance_flag,existing_legal_case,number_of_legal_cases,case_age_days,court_level,stay_order,injunction_status,objection_filed,compensation_dispute,land_record_available,title_document_available,mutation_status,survey_completed,ownership_verified,missing_document_count,document_conflict,estimated_compensation_lakh,approved_compensation_lakh,compensation_paid_lakh,compensation_pending,number_of_beneficiaries,bank_account_verified,notification_issued,pending_approval_count,department_count,interdepartmental_dependencies,file_movement_count,days_at_current_stage,total_file_age_days,families_affected,rr_applicable,rr_package_approved,rr_payment_status,number_of_objections,public_hearing_status,community_resistance,delayed,delay_days,delay_reason
LA000061,2023-03-24,Metro,State Infrastructure,264.08,17.31,High,Urban Development Authority,Haryana,Faridabad,Rural,10.24,5.7,Mixed,Mixed,613.26,606.69,Moderate,0.82,4,3,0,1,0,0,High,0,0,0,0,None,0,0,0,0,0,1,Completed,1,0,1,1,700.61,601.35,93.08,1,7,1,1,0,6,1,7,5,36,1,0,0,Not Applicable,1,Completed,Low,1,93,INTER_DEPARTMENT
LA000062,2024-06-03,Urban Infrastructure,National Infrastructure,88.01,5.13,Medium,State PWD,Odisha,Ganjam,Semi-Urban,1.54,1.03,Industrial,Industrial,34.4,27.2,High,4.03,3,2,2,1,1,1,Low,0,1,4,671,District Court,1,0,0,1,1,1,Pending,1,0,0,0,88.43,85.39,23.25,1,3,1,1,0,3,2,0,78,122,3,0,0,Not Applicable,2,Scheduled,Low,0,0,OWNERSHIP_CONFLICT
LA000063,2022-02-12,Industrial Corridor,National Infrastructure,347.64,38.17,Medium,Power Utility,Bihar,Nalanda,Semi-Urban,6.84,4.58,Government,Residential,382.31,333.39,High,1.28,6,5,4,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Under Verification,1,0,1,0,236.09,231.3,67.15,1,6,0,1,0,2,1,5,11,80,1,0,0,Not Applicable,3,Re-hearing Required,Low,1,177,DOCUMENTATION
LA000064,2025-10-08,Railway,Regional Infrastructure,82.84,59.88,Medium,Indian Railways,Punjab,Patiala,Rural,2.42,1.88,Residential,Commercial,56.07,48.78,High,0.8,2,1,4,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Completed,1,1,1,0,156.99,145.25,54.75,1,3,1,1,1,4,2,5,66,239,2,0,0,Not Applicable,3,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000065,2022-07-28,Dam,State Infrastructure,361.22,15.51,High,State PWD,Karnataka,Dharwad,Rural,5.11,4.45,Commercial,Mixed,177.46,146.86,High,1.26,2,1,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,1,228.59,193.28,72.44,1,5,1,1,1,4,0,5,30,126,2,0,0,Not Applicable,2,Completed,Low,0,0,DOCUMENTATION
LA000066,2022-10-11,Highway,State Infrastructure,80.16,5.67,Medium,NHAI,Gujarat,Ahmedabad,Rural,11.21,4.32,Mixed,Industrial,886.1,898.14,Moderate,0.17,2,1,0,1,0,0,High,0,0,0,0,None,0,0,0,1,1,1,Completed,0,1,0,0,779.58,683.56,180.68,1,3,0,0,5,2,0,7,48,268,3,0,0,Not Applicable,3,Completed,Low,1,320,ADMINISTRATIVE_APPROVAL
LA000067,2022-02-03,Railway,State Infrastructure,103.68,9.19,Normal,NHAI,Haryana,Rohtak,Rural,1.03,0.47,Residential,Commercial,58.53,43.92,Moderate,1.2,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,0,2,0,46.77,38.21,34.93,1,5,0,1,3,3,0,5,34,373,4,0,0,Not Applicable,1,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000068,2025-05-19,Industrial Corridor,Regional Infrastructure,275.98,5.66,Medium,State PWD,Bihar,Gaya,Rural,2.22,1.16,Commercial,Mixed,148.14,120.28,Moderate,7.24,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,59.89,57.9,3.06,1,1,1,0,0,3,2,2,49,89,3,0,0,Not Applicable,1,Scheduled,Low,0,0,INTER_DEPARTMENT
LA000069,2022-10-20,Highway,National Infrastructure,180.21,33.92,Normal,State PWD,Maharashtra,Thane,Semi-Urban,3.99,2.51,Mixed,Commercial,73.44,71.74,Low,1.49,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,113.69,116.44,40.74,1,3,0,1,1,3,3,7,27,96,3,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000070,2025-08-24,Railway,National Infrastructure,222.16,3.26,High,NHAI,Tamil Nadu,Tiruchirappalli,Rural,6.33,5.62,Residential,Residential,317.42,328.25,Moderate,0.39,1,0,0,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,144.68,124.65,4.61,1,6,1,1,1,2,0,5,42,95,4,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000071,2025-10-07,Highway,Regional Infrastructure,66.25,13.8,Medium,Indian Railways,Odisha,Khordha,Rural,3.03,2.49,Government,Institutional,123.14,115.34,High,0.11,2,1,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,146.24,134.78,125.72,1,3,1,1,2,3,1,5,35,134,1,0,0,Not Applicable,4,Scheduled,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000072,2023-12-10,Highway,State Infrastructure,546.41,24.38,Normal,Indian Railways,Rajasthan,Jaipur,Urban,4.95,2.4,Mixed,Industrial,239.97,244.91,Moderate,0.08,3,2,2,1,1,0,High,0,1,2,286,District Court,1,0,0,0,1,1,Pending,1,0,0,0,217.92,192.68,71.0,1,6,1,0,1,2,2,5,107,226,5,0,0,Not Applicable,4,Completed,Low,1,439,LEGAL_DISPUTE
LA000073,2022-10-28,Highway,National Infrastructure,41.08,4.07,Normal,Power Utility,Karnataka,Dharwad,Rural,3.35,2.58,Commercial,Residential,187.46,172.33,Moderate,0.07,3,2,0,1,1,0,High,0,0,0,0,None,0,0,0,0,0,1,Completed,1,0,2,1,210.83,200.18,145.1,1,7,1,1,2,3,0,7,48,189,2,0,0,Not Applicable,3,Scheduled,Low,1,212,DOCUMENTATION
LA000074,2023-06-11,Highway,National Infrastructure,347.41,25.42,Critical,State PWD,Maharashtra,Thane,Urban,5.63,4.65,Mixed,Commercial,264.88,274.31,Moderate,0.54,1,0,4,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,2,0,246.1,217.79,69.47,1,2,0,0,0,4,0,3,9,44,4,0,0,Not Applicable,0,Not Required,Low,0,0,DOCUMENTATION
LA000075,2023-04-19,Metro,Regional Infrastructure,238.52,7.02,Medium,State PWD,West Bengal,Nadia,Semi-Urban,3.66,1.62,Government,Commercial,146.77,118.32,Moderate,0.99,4,3,1,1,0,0,High,1,0,0,0,None,0,0,0,0,0,1,Completed,1,0,0,0,140.87,134.69,105.75,1,5,1,0,2,1,1,4,157,246,2,0,0,Not Applicable,2,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000076,2022-08-11,Urban Infrastructure,State Infrastructure,94.46,27.18,Critical,Metro Corporation,Tamil Nadu,Chennai,Rural,1.0,0.57,Mixed,Commercial,63.39,57.94,Moderate,0.88,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,21.72,17.78,6.62,1,2,1,1,2,4,1,11,19,167,1,0,0,Not Applicable,3,Completed,Low,1,157,ADMINISTRATIVE_APPROVAL
LA000077,2022-08-14,Highway,Regional Infrastructure,196.06,13.09,High,Indian Railways,Gujarat,Rajkot,Rural,5.04,3.2,Government,Industrial,367.14,372.53,High,0.55,4,3,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,0,1,0,172.89,153.17,86.32,1,5,0,1,3,2,1,4,40,246,5,0,0,Not Applicable,4,Scheduled,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000078,2025-08-26,Industrial Corridor,State Infrastructure,238.38,60.16,Medium,Indian Railways,Madhya Pradesh,Indore,Urban,9.34,3.88,Agricultural,Agriculture,352.92,315.51,Low,0.32,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,601.01,589.64,204.35,1,3,1,1,2,4,0,7,43,197,4,0,0,Not Applicable,3,Completed,Low,1,195,ADMINISTRATIVE_APPROVAL
LA000079,2023-12-05,Dam,State Infrastructure,127.71,26.47,Normal,Indian Railways,Telangana,Nizamabad,Semi-Urban,3.18,1.79,Agricultural,Industrial,76.59,72.61,High,0.22,1,0,0,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,140.54,122.42,29.64,1,3,1,1,1,1,1,7,10,155,2,0,0,Not Applicable,2,Re-hearing Required,Low,0,0,INTER_DEPARTMENT
LA000080,2024-08-18,Highway,Regional Infrastructure,99.86,7.59,Normal,Urban Development Authority,West Bengal,Bardhaman,Urban,4.76,4.15,Commercial,Industrial,314.17,305.02,Moderate,0.11,2,1,3,1,0,0,High,0,0,0,0,None,0,0,0,0,1,0,Completed,1,0,2,0,182.83,178.78,83.31,1,2,1,1,1,3,0,7,28,144,4,0,0,Not Applicable,3,,Low,0,0,DOCUMENTATION
LA000081,2025-04-01,Railway,National Infrastructure,239.52,30.11,High,State Irrigation Dept,Punjab,Jalandhar,Rural,15.21,6.25,Commercial,Commercial,489.31,439.19,Low,0.59,1,0,4,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,328.5,324.68,93.78,1,2,0,0,1,2,2,4,46,133,1,0,0,Not Applicable,2,Re-hearing Required,Low,1,184,ADMINISTRATIVE_APPROVAL
LA000082,2025-08-16,Highway,State Infrastructure,593.39,8.61,High,Urban Development Authority,Karnataka,Belagavi,Rural,2.75,2.0,Government,Residential,178.48,155.75,High,0.03,3,2,2,1,0,0,High,1,0,0,0,None,0,0,0,0,0,1,Completed,0,0,1,1,107.34,109.28,21.06,1,6,1,1,2,1,1,7,44,223,2,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000083,2024-05-17,Industrial Corridor,State Infrastructure,87.95,12.9,Medium,Urban Development Authority,Rajasthan,Jodhpur,Rural,3.71,2.68,Residential,Industrial,89.32,71.67,Moderate,3.41,1,0,1,0,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Under Verification,1,0,1,0,219.23,208.57,,1,3,0,1,1,2,2,4,64,139,5,0,0,Not Applicable,5,Scheduled,Low,1,204,ADMINISTRATIVE_APPROVAL
LA000084,2024-01-28,Power Transmission,Regional Infrastructure,282.6,16.24,Critical,Indian Railways,Jharkhand,Hazaribagh,Semi-Urban,4.47,1.97,Commercial,Commercial,361.72,340.41,Moderate,0.16,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,170.94,167.06,36.29,1,4,0,1,1,4,1,6,120,166,1,0,0,Not Applicable,2,Re-hearing Required,Low,1,333,ADMINISTRATIVE_APPROVAL
LA000085,2025-07-10,Railway,State Infrastructure,238.41,16.05,Medium,NHAI,Andhra Pradesh,Vijayawada,Rural,0.95,0.61,Agricultural,Mixed,65.68,60.45,Moderate,1.29,2,1,5,1,1,1,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,63.23,56.19,44.94,1,4,1,1,2,4,1,7,36,131,4,0,0,Not Applicable,4,Completed,Low,1,182,OWNERSHIP_CONFLICT
LA000086,2025-02-09,Highway,National Infrastructure,733.58,18.84,Critical,Metro Corporation,West Bengal,Kolkata,Rural,2.03,1.17,Agricultural,Commercial,53.96,49.44,Low,0.07,3,2,0,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,1,74.77,74.37,29.86,1,3,1,1,0,5,1,1,52,96,1,0,0,Not Applicable,1,Completed,Low,1,192,DOCUMENTATION
LA000087,2022-10-15,Highway,State Infrastructure,450.34,26.23,Critical,State PWD,Maharashtra,Pune,Urban,5.24,2.1,Mixed,Institutional,334.17,280.85,Moderate,1.08,1,0,2,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,114.7,96.66,72.92,1,1,1,1,1,2,2,6,11,194,7,1,1,Payment Pending,2,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000088,2025-09-18,Canal,Regional Infrastructure,364.73,9.43,High,State Irrigation Dept,Gujarat,Vadodara,Rural,0.92,0.74,Agricultural,Commercial,25.79,24.8,Moderate,0.09,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,52.13,48.34,,1,2,1,1,3,3,1,8,51,234,3,0,0,Not Applicable,1,Completed,Low,1,230,ADMINISTRATIVE_APPROVAL
LA000089,2022-10-30,Highway,Regional Infrastructure,577.29,11.35,High,Indian Railways,Odisha,Khordha,Rural,2.85,1.11,Commercial,Residential,125.69,99.87,Moderate,0.45,4,3,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,1,152.72,138.86,112.45,1,6,1,1,1,5,0,3,42,101,0,0,0,Not Applicable,1,Completed,Low,1,192,DOCUMENTATION
LA000090,2022-04-22,Metro,State Infrastructure,194.38,26.6,Medium,Indian Railways,Jharkhand,Jamshedpur,Urban,7.05,3.72,Industrial,Commercial,128.34,97.56,Low,0.46,2,1,2,1,0,0,High,0,1,1,1696,District Court,0,0,0,0,1,1,Completed,1,1,2,0,477.66,406.71,116.04,1,4,1,1,0,6,0,5,14,148,4,0,0,Not Applicable,1,Completed,Low,1,231,LEGAL_DISPUTE
LA000091,2025-06-14,Canal,State Infrastructure,133.6,11.0,Medium,Indian Railways,Karnataka,Bengaluru Rural,Semi-Urban,2.18,1.21,Commercial,Industrial,103.63,80.2,Low,1.26,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,76.33,71.21,43.21,1,3,1,1,2,2,0,2,73,218,1,0,0,Not Applicable,4,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000092,2025-07-08,Dam,National Infrastructure,323.45,5.3,Critical,State Irrigation Dept,Jharkhand,Hazaribagh,Rural,1.13,0.84,Industrial,Mixed,29.16,24.82,High,0.04,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,22.64,19.22,4.44,1,1,1,1,2,4,3,6,118,253,1,0,0,Not Applicable,1,Completed,Low,1,351,ADMINISTRATIVE_APPROVAL
LA000093,2023-01-25,Highway,National Infrastructure,87.71,53.12,High,Indian Railways,Jharkhand,Jamshedpur,Rural,1.92,1.66,Agricultural,Institutional,137.99,128.49,Moderate,0.81,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,105.89,94.12,80.73,1,1,1,1,0,1,0,5,26,63,6,1,1,Approved,1,Re-hearing Required,Low,0,0,COMPENSATION
LA000094,2025-08-19,Metro,Regional Infrastructure,474.49,16.02,Medium,State PWD,Bihar,Patna,Urban,3.15,2.29,Industrial,Industrial,224.21,218.2,High,1.0,7,6,0,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Completed,1,1,2,0,126.94,109.35,16.25,1,10,1,1,2,2,1,7,90,227,4,0,0,Not Applicable,2,Re-hearing Required,Low,1,316,ADMINISTRATIVE_APPROVAL
LA000095,2025-04-28,Metro,State Infrastructure,60.24,16.93,High,Indian Railways,Haryana,Panipat,Rural,7.91,3.68,Mixed,Industrial,247.5,251.37,Moderate,2.35,3,2,3,1,0,0,High,1,1,2,796,District Court,1,1,0,0,1,1,Completed,1,1,0,0,211.2,185.21,91.12,1,4,0,1,1,6,0,6,36,145,2,0,0,Not Applicable,2,Scheduled,Low,1,321,LEGAL_DISPUTE
LA000096,2023-07-04,Industrial Corridor,State Infrastructure,63.46,4.25,Medium,NHAI,Gujarat,Surat,Rural,3.11,2.19,Agricultural,Commercial,193.97,188.06,Moderate,0.79,3,2,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,186.65,165.68,69.11,1,5,0,1,2,4,1,7,78,215,2,0,0,Not Applicable,2,Completed,Low,1,270,ADMINISTRATIVE_APPROVAL
LA000097,2022-03-07,Metro,State Infrastructure,89.49,11.48,High,Indian Railways,Madhya Pradesh,Indore,Semi-Urban,1.07,0.78,Agricultural,Residential,82.72,67.01,Moderate,0.22,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,63.32,64.84,3.3,1,5,1,1,1,3,0,6,23,101,3,0,0,Not Applicable,2,Completed,Low,0,0,COMPENSATION
LA000098,2023-11-16,Railway,National Infrastructure,75.65,22.37,Medium,Indian Railways,West Bengal,Nadia,Urban,1.73,0.71,Agricultural,Commercial,60.28,52.97,Moderate,1.15,2,1,2,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Pending,1,0,1,1,40.32,32.26,17.83,1,4,1,1,1,1,1,7,19,194,8,1,1,Approved,5,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000099,2022-02-26,Highway,State Infrastructure,89.36,11.79,Normal,Power Utility,Andhra Pradesh,Nellore,Rural,2.23,2.08,Commercial,Residential,181.75,176.53,Moderate,0.27,4,3,0,1,0,0,High,0,1,3,880,District Court,0,1,0,0,1,1,Pending,1,0,1,1,58.21,55.49,24.57,1,5,1,1,2,5,1,4,45,222,0,0,0,Not Applicable,2,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000100,2024-12-06,Dam,Regional Infrastructure,32.34,42.32,Medium,Indian Railways,Rajasthan,Alwar,Semi-Urban,5.89,4.32,Industrial,Mixed,123.51,102.46,Moderate,2.34,6,5,2,1,0,0,High,1,0,0,0,None,0,0,1,0,1,0,Completed,0,0,2,1,223.45,212.02,30.32,1,7,1,0,1,4,0,6,45,130,3,0,0,Not Applicable,4,Completed,Low,0,0,DOCUMENTATION
LA000101,2023-03-17,Canal,State Infrastructure,84.52,8.72,Normal,State Irrigation Dept,Jharkhand,Jamshedpur,Rural,2.5,1.73,Residential,Residential,73.53,76.51,Low,2.0,4,3,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,57.47,48.22,11.21,1,6,1,1,1,5,2,2,21,186,2,0,0,Not Applicable,1,Completed,Low,0,0,INTER_DEPARTMENT
LA000102,2024-08-28,Power Transmission,State Infrastructure,124.23,100.77,Critical,Power Utility,Rajasthan,Alwar,Urban,1.64,0.65,Government,Agriculture,58.43,46.87,High,0.16,3,2,2,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Pending,1,0,0,0,82.16,74.1,26.91,1,4,1,1,2,8,1,6,29,118,4,0,0,Not Applicable,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000103,2023-12-27,Canal,National Infrastructure,189.49,52.32,Medium,Urban Development Authority,Jharkhand,Dhanbad,Semi-Urban,3.25,2.04,Mixed,Commercial,107.55,108.17,Moderate,0.5,1,0,2,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,214.77,194.65,105.57,1,1,1,0,3,4,1,9,43,217,1,0,0,Not Applicable,3,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000104,2022-12-06,Industrial Corridor,National Infrastructure,133.47,4.31,High,Metro Corporation,Uttar Pradesh,Varanasi,Urban,4.51,1.7,Residential,Commercial,172.17,176.87,Moderate,0.52,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,1,1,1,Completed,1,1,0,0,296.4,242.96,118.27,1,2,1,1,0,4,0,5,16,131,5,0,0,Not Applicable,0,Not Required,Low,0,0,COMPENSATION
LA000105,2022-10-04,Industrial Corridor,National Infrastructure,189.7,24.5,High,NHAI,Odisha,Ganjam,Urban,1.82,0.87,Industrial,Mixed,86.85,91.07,Moderate,2.07,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,55.12,47.98,22.98,1,4,1,1,1,7,0,6,44,137,4,0,0,Not Applicable,3,Completed,Low,0,0,OTHER
LA000106,2025-01-06,Railway,National Infrastructure,192.36,17.93,High,Indian Railways,Odisha,Puri,Semi-Urban,5.16,4.7,Industrial,Commercial,136.43,110.04,Moderate,0.13,3,2,2,1,0,1,High,0,0,0,0,None,0,0,1,0,1,1,Pending,1,0,3,1,106.79,98.45,34.24,1,4,1,1,3,2,1,7,40,213,6,1,0,Not Started,8,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000107,2024-02-07,Highway,State Infrastructure,50.71,23.82,High,Metro Corporation,Odisha,Puri,Rural,8.45,6.61,Mixed,Mixed,265.64,,Low,0.09,1,0,0,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,0,1,0,0,577.43,471.4,258.13,1,1,1,1,2,2,1,5,29,152,2,0,0,Not Applicable,2,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000108,2022-08-10,Urban Infrastructure,Regional Infrastructure,312.64,30.7,Medium,Metro Corporation,Andhra Pradesh,Guntur,Rural,1.92,1.21,Industrial,Commercial,137.06,114.66,High,0.13,1,0,3,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,93.06,94.95,27.19,1,2,0,1,0,5,3,6,134,168,3,0,0,Not Applicable,1,Re-hearing Required,Low,0,0,INTER_DEPARTMENT
LA000109,2025-09-07,Power Transmission,National Infrastructure,99.66,18.33,Medium,Urban Development Authority,Tamil Nadu,Chennai,Urban,5.94,5.18,Agricultural,Mixed,143.41,149.13,Moderate,0.59,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,1,1,1,Completed,1,1,0,0,181.2,146.53,124.88,1,3,0,0,1,4,0,2,43,170,2,0,0,Not Applicable,2,Scheduled,Low,0,0,COMPENSATION
LA000110,2023-10-16,Urban Infrastructure,Regional Infrastructure,19.94,26.89,High,Metro Corporation,West Bengal,Bardhaman,Rural,2.81,1.2,Industrial,Agriculture,201.54,188.71,Low,0.25,4,3,2,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,71.1,68.89,41.92,1,6,1,1,2,1,0,5,89,365,1,0,0,Not Applicable,2,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000111,2023-09-18,Metro,National Infrastructure,82.97,29.05,Normal,Metro Corporation,Gujarat,Rajkot,Rural,2.58,1.2,Mixed,Commercial,116.04,120.14,Low,1.08,2,1,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,68.91,60.58,42.63,1,2,0,0,0,3,0,3,30,79,3,0,0,Not Applicable,2,Completed,Low,0,0,COMPENSATION
LA000112,2025-12-15,Urban Infrastructure,State Infrastructure,173.64,27.84,Medium,State PWD,Odisha,Ganjam,Rural,3.18,1.24,Commercial,Agriculture,207.13,181.23,Moderate,1.42,1,0,0,0,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Completed,1,1,0,0,151.55,154.73,97.75,1,1,1,1,0,4,3,2,22,121,0,0,0,Not Applicable,4,Re-hearing Required,Low,0,0,INTER_DEPARTMENT
LA000113,2024-01-11,Highway,State Infrastructure,518.67,4.25,High,Indian Railways,Telangana,Hyderabad,Semi-Urban,5.82,3.26,Mixed,Mixed,450.62,446.92,Moderate,1.09,1,0,0,0,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Under Verification,1,0,0,0,126.66,128.67,56.78,1,2,1,1,1,3,2,4,39,105,1,0,0,Not Applicable,5,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000114,2025-10-12,Airport,National Infrastructure,421.82,5.28,Medium,Indian Railways,Karnataka,Tumakuru,Rural,1.49,0.79,Commercial,Commercial,71.84,68.44,High,1.1,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,85.94,87.24,76.51,1,2,0,1,2,3,1,5,151,277,5,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000115,2025-05-07,Metro,National Infrastructure,35.6,16.57,Medium,Urban Development Authority,Tamil Nadu,Madurai,Urban,2.16,1.35,Commercial,Institutional,124.59,102.3,Moderate,2.2,1,0,2,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,0,0,69.21,65.72,60.51,1,1,1,1,1,3,1,5,37,154,3,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000116,2023-03-01,Highway,National Infrastructure,63.85,12.88,Critical,State Irrigation Dept,Telangana,Nizamabad,Rural,3.84,1.69,Commercial,Industrial,100.58,81.27,Low,1.93,2,1,3,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,218.76,184.95,4.0,1,2,1,1,1,2,1,5,23,251,0,0,0,Not Applicable,6,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000117,2023-07-14,Highway,National Infrastructure,195.91,25.4,Medium,Urban Development Authority,Uttar Pradesh,Varanasi,Rural,3.96,2.25,Government,Industrial,135.45,111.13,Moderate,0.71,4,3,3,1,1,0,Low,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,220.84,204.15,68.19,1,5,1,1,1,3,0,4,14,127,3,0,0,Not Applicable,4,Re-hearing Required,Low,0,0,OWNERSHIP_CONFLICT
LA000118,2025-01-22,Highway,Regional Infrastructure,184.02,3.26,Critical,Power Utility,Rajasthan,Alwar,Semi-Urban,12.29,10.15,Mixed,Agriculture,868.42,694.92,Low,0.59,1,0,1,0,0,1,Moderate,0,1,1,1598,District Court,0,0,0,0,1,1,Pending,1,0,3,1,430.05,385.19,,1,1,1,1,0,5,0,5,42,129,2,0,0,Not Applicable,5,Completed,Low,1,203,DOCUMENTATION
LA000119,2023-10-14,Highway,National Infrastructure,163.69,5.89,Medium,Urban Development Authority,Madhya Pradesh,Ujjain,Urban,6.56,3.18,Agricultural,Agriculture,376.21,300.94,Moderate,3.75,3,2,3,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,0,0,260.89,236.33,129.48,1,4,0,1,2,4,1,7,73,161,6,1,0,In Progress,0,Not Required,Low,1,254,ADMINISTRATIVE_APPROVAL
LA000120,2023-05-24,Urban Infrastructure,National Infrastructure,200.52,7.66,Critical,Metro Corporation,Maharashtra,Pune,Semi-Urban,5.08,3.17,Residential,Mixed,264.8,216.3,High,1.48,2,1,4,1,1,0,Low,0,0,0,0,None,0,0,0,0,0,0,Completed,1,0,1,0,209.83,179.8,122.54,1,2,1,1,1,2,0,9,11,129,3,0,0,Not Applicable,3,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA000121,2025-05-21,Urban Infrastructure,State Infrastructure,40.1,15.05,High,State PWD,Karnataka,Mysuru,Urban,22.68,12.78,Mixed,Institutional,1311.62,1231.63,Moderate,0.23,2,1,4,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Completed,1,1,0,0,1147.37,1157.44,490.36,1,3,1,1,0,4,0,2,17,55,5,0,0,Not Applicable,5,Completed,Low,0,0,COMPENSATION
